data_79_017.csv: (70.3125, 0.002, -2.601238717172349, -9.765625)
data_81_003.csv: (34.1796875, 0.002, -2.249380339970292, -6.8359375)
data_81_010.csv: (20.5078125, 0.0022, -3.0825307117023053, -4.8828125)
data_81_018.csv: (52.734375, 0.0022, -2.5296104046705015, -5.859375)
data_78_013.csv: (45.8984375, 0.0021, -4.420220863600838, -14.6484375)
data_79_016.csv: (21.484375, 0.0021, -2.8632475444817373, -5.859375)
data_81_005.csv: (48.828125, 0.00239959, 1.5707963267948966, -5.859375)
data_81_008.csv: (71.2890625, 0.00239959, 0.0, -4.8828125)
data_78_009.csv: (22.4609375, 0.0019, 1.5707963267948966, -10.7421875)
data_79_013.csv: (63.4765625, 0.0041, 1.5707963267948966, -8.7890625)
data_79_014.csv: (40.0390625, 0.0041, 1.5707963267948966, -6.8359375)
data_81_002.csv: (56.640625, 0.0041, 1.5707963267948966, -5.859375)
data_81_009.csv: (45.8984375, 0.0041, 1.5707963267948966, -6.8359375)
data_81_015.csv: (59.5703125, 0.0041, 1.5707963267948966, -6.8359375)
data_79_005.csv: (26.3671875, 0.0038, 1.5707963267948966, -6.8359375)
data_81_016.csv: (34.1796875, 0.0038, 1.5707963267948966, -4.8828125)
data_79_015.csv: (19.53125, 0.0036, 1.5707963267948966, -5.859375)
data_80_001.csv: (244.140625, 0.00239959, 0.0, -80.078125)
data_82_000.csv: (242.1875, 0.00239959, 0.0, -66.40625)
data_82_001.csv: (267.578125, 0.00239959, 0.0, -76.171875)
data_82_002.csv: (253.90625, 0.00239959, 0.0, -66.40625)
data_82_003.csv: (214.84375, 0.00239959, 0.0, -42.96875)
data_82_009.csv: (238.28125, 0.00239959, 0.0, -78.125)
data_82_010.csv: (267.578125, 0.00239959, 0.0, -87.890625)
data_82_011.csv: (269.53125, 0.00239959, 0.0, -78.125)
data_82_012.csv: (242.1875, 0.00239959, 0.0, -58.59375)
